SegmentID,Name,Type,Value,StartLine,EndLine,Length
SEG_1862,Folder 82,Folder,82,31013,31018,5
SEG_1864,Folder 82,Folder,82,31021,31026,5
SEG_1866,Folder 82,Folder,82,31029,31033,4
SEG_1867,Folder 82,Folder,82,31034,31039,5
SEG_1869,Folder 82,Folder,82,31042,31047,5
SEG_1871,Folder 82,Folder,82,31050,31055,5
SEG_1873,Folder 82,Folder,82,31058,31063,5
SEG_1875,Folder 82,Folder,82,31066,31072,6
SEG_1876,Folder 82,Folder,82,31073,31078,5
SEG_1878,Folder 82,Folder,82,31081,31086,5
SEG_1880,Folder 82,Folder,82,31089,31092,3
SEG_1882,Folder 82,Folder,82,31095,31100,5
SEG_1884,Folder 82,Folder,82,31103,31109,6
SEG_1885,Folder 82,Folder,82,31110,31115,5
SEG_1887,Folder 82,Folder,82,31118,31123,5
SEG_1889,Folder 82,Folder,82,31126,31131,5
SEG_1891,Folder 82,Folder,82,31134,31141,7
SEG_1893,Folder 82,Folder,82,31144,31150,6
SEG_1894,Folder 82,Folder,82,31151,31156,5
SEG_1896,Folder 82,Folder,82,31159,31164,5
SEG_1898,Folder 82,Folder,82,31167,31172,5
SEG_1900,Folder 82,Folder,82,31175,31180,5
SEG_1902,Folder 82,Folder,82,31183,31189,6
SEG_1903,Folder 82,Folder,82,31190,31195,5
SEG_1905,Folder 82,Folder,82,31198,31203,5
SEG_1907,Folder 82,Folder,82,31206,31209,3
SEG_1909,Folder 82,Folder,82,31212,31215,3
SEG_1911,Folder 82,Folder,82,31218,31222,4
SEG_1912,Folder 82,Folder,82,31223,31226,3
SEG_1914,Folder 82,Folder,82,31229,31234,5
SEG_1916,Folder 82,Folder,82,31237,31244,7
SEG_1918,Folder 82,Folder,82,31247,31256,9
SEG_1920,Folder 82,Folder,82,31259,31269,10
SEG_1921,Folder 82,Folder,82,31270,31275,5
SEG_1923,Folder 82,Folder,82,31278,31283,5
SEG_1925,Folder 82,Folder,82,31286,31291,5
SEG_1927,Folder 82,Folder,82,31294,31299,5
SEG_1929,Folder 82,Folder,82,31302,31308,6
SEG_1930,Folder 82,Folder,82,31309,31314,5
SEG_1932,Folder 82,Folder,82,31317,31322,5
SEG_1934,Folder 82,Folder,82,31325,31330,5
SEG_1936,Folder 82,Folder,82,31333,31338,5
SEG_1938,Folder 82,Folder,82,31341,31347,6
SEG_1939,Folder 82,Folder,82,31348,31355,7
SEG_1941,Folder 82,Folder,82,31358,31363,5
SEG_1943,Folder 82,Folder,82,31366,31373,7
SEG_1945,Folder 82,Folder,82,31376,31381,5
SEG_1947,Folder 82,Folder,82,31384,31390,6
SEG_1948,Folder 82,Folder,82,31391,31396,5
SEG_1950,Folder 82,Folder,82,31399,31404,5
SEG_1952,Folder 82,Folder,82,31407,31412,5
SEG_1954,Folder 82,Folder,82,31415,31420,5
SEG_1956,Folder 82,Folder,82,31423,32015,592
SEG_1957,Part two,Part,two,32016,33982,1966
SEG_1958,Folder 01,Folder,01,33983,33989,6
SEG_1959,Folder 01,Folder,01,33990,34005,15
SEG_1960,Folder 01,Folder,01,34006,34013,7
SEG_1961,Folder 01,Folder,01,34014,34021,7
SEG_1962,Folder 01,Folder,01,34022,34033,11
SEG_1963,Folder 01,Folder,01,34034,34046,12
SEG_1964,Folder 01,Folder,01,34047,34060,13
SEG_1965,Folder 01,Folder,01,34061,34072,11
SEG_1966,Folder 01,Folder,01,34073,34084,11
SEG_1967,Folder 01,Folder,01,34085,34102,17
SEG_1968,Folder 01,Folder,01,34103,34110,7
SEG_1969,Folder 01,Folder,01,34111,34120,9
SEG_1970,Folder 01,Folder,01,34121,34130,9
SEG_1971,Folder 01,Folder,01,34131,34145,14
SEG_1972,Folder 01,Folder,01,34146,34153,7
SEG_1973,Folder 01,Folder,01,34154,34161,7
SEG_1974,Folder 01,Folder,01,34162,34169,7
SEG_1975,Folder 01,Folder,01,34170,34200,30
SEG_1976,Folder 01,Folder,01,34201,34210,9
SEG_1977,Folder 01,Folder,01,34211,34218,7
SEG_1978,Folder 01,Folder,01,34219,34225,6
SEG_1979,Folder 01,Folder,01,34226,34240,14
SEG_1980,Folder 01,Folder,01,34241,34250,9
SEG_1981,Folder 01,Folder,01,34251,34258,7
SEG_1982,Folder 01,Folder,01,34259,34266,7
SEG_1983,Folder 01,Folder,01,34267,34281,14
SEG_1984,Folder 01,Folder,01,34282,34291,9
SEG_1985,Folder 01,Folder,01,34292,34299,7
SEG_1986,Folder 01,Folder,01,34300,34309,9
SEG_1987,Folder 01,Folder,01,34310,34322,12
SEG_1988,Folder 01,Folder,01,34323,34332,9
SEG_1989,Folder 01,Folder,01,34333,34341,8
SEG_1990,Folder 01,Folder,01,34342,38642,4300
SEG_1991,Folder 84,Folder,84,38643,38648,5
SEG_1993,Folder 84,Folder,84,38651,38666,15
SEG_1995,Folder 84,Folder,84,38669,38680,11
SEG_1997,Folder 84,Folder,84,38683,38692,9
SEG_1999,Folder 84,Folder,84,38695,38705,10
SEG_2000,Folder 84,Folder,84,38706,38715,9
SEG_2002,Folder 84,Folder,84,38718,38729,11
SEG_2004,Folder 84,Folder,84,38732,38735,3
SEG_2006,Folder 84,Folder,84,38738,38749,11
SEG_2008,Folder 84,Folder,84,38752,38760,8
SEG_2009,Folder 84,Folder,84,38761,38771,10
SEG_2010,Folder 90,Folder,90,38772,38785,13
SEG_2012,Folder 90,Folder,90,38788,38797,9
SEG_2014,Folder 90,Folder,90,38800,38809,9
SEG_2016,Folder 90,Folder,90,38812,38817,5
SEG_2018,Folder 90,Folder,90,38820,38826,6
SEG_2019,Folder 90,Folder,90,38827,38836,9
SEG_2021,Folder 90,Folder,90,38839,38844,5
SEG_2023,Folder 90,Folder,90,38847,38852,5
SEG_2025,Folder 90,Folder,90,38855,38862,7
SEG_2027,Folder 90,Folder,90,38865,38873,8
SEG_2028,Folder 90,Folder,90,38874,38881,7
SEG_2030,Folder 90,Folder,90,38884,38899,15
SEG_2032,Folder 90,Folder,90,38902,38907,5
SEG_2034,Folder 90,Folder,90,38910,38915,5
SEG_2036,Folder 90,Folder,90,38918,38924,6
SEG_2037,Folder 90,Folder,90,38925,38930,5
SEG_2039,Folder 90,Folder,90,38933,38938,5
SEG_2041,Folder 90,Folder,90,38941,38946,5
SEG_2043,Folder 90,Folder,90,38949,38954,5
SEG_2045,Folder 90,Folder,90,38957,38963,6
SEG_2046,Folder 90,Folder,90,38964,38969,5
SEG_2048,Folder 90,Folder,90,38972,38977,5
SEG_2050,Folder 90,Folder,90,38980,38989,9
SEG_2052,Folder 90,Folder,90,38992,38997,5
SEG_2054,Folder 90,Folder,90,39000,39006,6
SEG_2055,Folder 90,Folder,90,39007,39014,7
SEG_2057,Folder 90,Folder,90,39017,39022,5
SEG_2059,Folder 90,Folder,90,39025,39032,7
SEG_2061,Folder 90,Folder,90,39035,39044,9
SEG_2063,Folder 90,Folder,90,39047,39053,6
SEG_2064,Folder 90,Folder,90,39054,39059,5
SEG_2066,Folder 90,Folder,90,39062,39067,5
SEG_2068,Folder 90,Folder,90,39070,39075,5
SEG_2070,Folder 90,Folder,90,39078,39083,5
SEG_2072,Folder 90,Folder,90,39086,39092,6
SEG_2073,Folder 90,Folder,90,39093,39098,5
SEG_2075,Folder 90,Folder,90,39101,39106,5
SEG_2077,Folder 90,Folder,90,39109,39114,5
SEG_2079,Folder 90,Folder,90,39117,39122,5
SEG_2081,Folder 90,Folder,90,39125,39131,6
SEG_2082,Folder 90,Folder,90,39132,39137,5
SEG_2084,Folder 90,Folder,90,39140,39145,5
SEG_2086,Folder 90,Folder,90,39148,39153,5
SEG_2088,Folder 90,Folder,90,39156,39161,5
SEG_2090,Folder 90,Folder,90,39164,39170,6
SEG_2091,Folder 90,Folder,90,39171,39176,5
SEG_2093,Folder 90,Folder,90,39179,39184,5
SEG_2095,Folder 90,Folder,90,39187,39192,5
SEG_2097,Folder 90,Folder,90,39195,39200,5
SEG_2099,Folder 90,Folder,90,39203,39209,6
SEG_2100,Folder 90,Folder,90,39210,39215,5
SEG_2102,Folder 90,Folder,90,39218,39223,5
SEG_2104,Folder 90,Folder,90,39226,39231,5
SEG_2106,Folder 90,Folder,90,39234,39239,5
SEG_2108,Folder 90,Folder,90,39242,39248,6
SEG_2109,Folder 90,Folder,90,39249,39256,7
SEG_2111,Folder 90,Folder,90,39259,39264,5
SEG_2113,Folder 90,Folder,90,39267,39272,5
SEG_2115,Folder 90,Folder,90,39275,39280,5
SEG_2117,Folder 90,Folder,90,39283,39289,6
SEG_2118,Folder 90,Folder,90,39290,39295,5
SEG_2120,Folder 90,Folder,90,39298,39303,5
SEG_2122,Folder 90,Folder,90,39306,39315,9
SEG_2124,Folder 90,Folder,90,39318,39323,5
SEG_2126,Folder 90,Folder,90,39326,39332,6
SEG_2127,Folder 90,Folder,90,39333,39338,5
SEG_2129,Folder 90,Folder,90,39341,39346,5
SEG_2131,Folder 90,Folder,90,39349,39354,5
SEG_2133,Folder 90,Folder,90,39357,39362,5
SEG_2135,Folder 90,Folder,90,39365,39371,6
SEG_2136,Folder 90,Folder,90,39372,39377,5
SEG_2138,Folder 90,Folder,90,39380,39385,5
SEG_2140,Folder 90,Folder,90,39388,39393,5
SEG_2142,Folder 90,Folder,90,39396,39401,5
SEG_2144,Folder 90,Folder,90,39404,39410,6
SEG_2145,Folder 90,Folder,90,39411,39416,5
SEG_2147,Folder 90,Folder,90,39419,39424,5
SEG_2149,Folder 90,Folder,90,39427,39432,5
SEG_2151,Folder 90,Folder,90,39435,39440,5
SEG_2153,Folder 90,Folder,90,39443,39449,6
SEG_2154,Folder 90,Folder,90,39450,39455,5
SEG_2156,Folder 90,Folder,90,39458,39463,5
SEG_2158,Folder 90,Folder,90,39466,39471,5
SEG_2160,Folder 90,Folder,90,39474,39479,5
SEG_2162,Folder 90,Folder,90,39482,39488,6
SEG_2163,Folder 90,Folder,90,39489,39494,5
SEG_2165,Folder 90,Folder,90,39497,39502,5
SEG_2167,Folder 90,Folder,90,39505,39510,5
SEG_2169,Folder 90,Folder,90,39513,39518,5
SEG_2171,Folder 90,Folder,90,39521,39528,7
SEG_2172,Folder 90,Folder,90,39529,39534,5
SEG_2174,Folder 90,Folder,90,39537,39544,7
SEG_2176,Folder 90,Folder,90,39547,39552,5
SEG_2178,Folder 90,Folder,90,39555,39560,5
SEG_2180,Folder 90,Folder,90,39563,39569,6
SEG_2181,Folder 90,Folder,90,39570,39575,5
SEG_2183,Folder 90,Folder,90,39578,39583,5
SEG_2185,Folder 90,Folder,90,39586,39589,3
SEG_2187,Folder 90,Folder,90,39592,39597,5
SEG_2189,Folder 90,Folder,90,39600,39606,6
SEG_2190,Folder 90,Folder,90,39607,39612,5
SEG_2192,Folder 90,Folder,90,39615,39620,5
SEG_2194,Folder 90,Folder,90,39623,39628,5
SEG_2196,Folder 90,Folder,90,39631,39636,5
SEG_2198,Folder 90,Folder,90,39639,39645,6
SEG_2199,Folder 90,Folder,90,39646,39651,5
SEG_2201,Folder 90,Folder,90,39654,39659,5
SEG_2203,Folder 90,Folder,90,39662,39667,5
SEG_2205,Folder 90,Folder,90,39670,39675,5
SEG_2207,Folder 90,Folder,90,39678,39684,6
SEG_2208,Folder 90,Folder,90,39685,39690,5
SEG_2210,Folder 90,Folder,90,39693,39698,5
SEG_2212,Folder 90,Folder,90,39701,39706,5
SEG_2214,Folder 90,Folder,90,39709,39714,5
SEG_2216,Folder 90,Folder,90,39717,39723,6
SEG_2217,Folder 90,Folder,90,39724,39731,7
SEG_2219,Folder 90,Folder,90,39734,39739,5
SEG_2221,Folder 90,Folder,90,39742,39747,5
SEG_2223,Folder 90,Folder,90,39750,39755,5
SEG_2225,Folder 90,Folder,90,39758,39764,6
SEG_2226,Folder 90,Folder,90,39765,39770,5
SEG_2228,Folder 90,Folder,90,39773,39778,5
SEG_2230,Folder 90,Folder,90,39781,39786,5
SEG_2232,Folder 90,Folder,90,39789,39794,5
SEG_2234,Folder 90,Folder,90,39797,39803,6
SEG_2235,Folder 90,Folder,90,39804,39809,5
SEG_2237,Folder 90,Folder,90,39812,39817,5
SEG_2239,Folder 90,Folder,90,39820,39825,5
SEG_2241,Folder 90,Folder,90,39828,39833,5
SEG_2243,Folder 90,Folder,90,39836,39842,6
SEG_2244,Folder 90,Folder,90,39843,39848,5
SEG_2246,Folder 90,Folder,90,39851,39856,5
SEG_2248,Folder 90,Folder,90,39859,39864,5
SEG_2250,Folder 90,Folder,90,39867,39872,5
SEG_2252,Folder 90,Folder,90,39875,39881,6
SEG_2253,Folder 90,Folder,90,39882,39887,5
SEG_2255,Folder 90,Folder,90,39890,39899,9
SEG_2257,Folder 90,Folder,90,39902,39907,5
SEG_2259,Folder 90,Folder,90,39910,39915,5
SEG_2261,Folder 90,Folder,90,39918,39924,6
SEG_2262,Folder 90,Folder,90,39925,39930,5
SEG_2264,Folder 90,Folder,90,39933,39938,5
SEG_2266,Folder 90,Folder,90,39941,39946,5
SEG_2268,Folder 90,Folder,90,39949,39954,5
SEG_2270,Folder 90,Folder,90,39957,39963,6
SEG_2271,Folder 90,Folder,90,39964,39969,5
SEG_2273,Folder 90,Folder,90,39972,39977,5
SEG_2275,Folder 90,Folder,90,39980,39985,5
SEG_2277,Folder 90,Folder,90,39988,39993,5
SEG_2279,Folder 90,Folder,90,39996,40002,6
SEG_2280,Folder 90,Folder,90,40003,40008,5
SEG_2282,Folder 90,Folder,90,40011,40016,5
SEG_2284,Folder 90,Folder,90,40019,40024,5
SEG_2286,Folder 90,Folder,90,40027,40032,5
SEG_2288,Folder 90,Folder,90,40035,40041,6
SEG_2289,Folder 90,Folder,90,40042,40047,5
SEG_2291,Folder 90,Folder,90,40050,40055,5
SEG_2293,Folder 90,Folder,90,40058,40063,5
SEG_2295,Folder 90,Folder,90,40066,40071,5
SEG_2297,Folder 90,Folder,90,40074,40080,6
SEG_2298,Folder 90,Folder,90,40081,40086,5
SEG_2300,Folder 90,Folder,90,40089,40094,5
SEG_2302,Folder 90,Folder,90,40097,40102,5
SEG_2304,Folder 90,Folder,90,40105,40110,5
SEG_2306,Folder 90,Folder,90,40113,40119,6
SEG_2307,Folder 90,Folder,90,40120,40125,5
SEG_2309,Folder 90,Folder,90,40128,40133,5
SEG_2311,Folder 90,Folder,90,40136,40141,5
SEG_2313,Folder 90,Folder,90,40144,40149,5
SEG_2315,Folder 90,Folder,90,40152,40158,6
SEG_2316,Folder 90,Folder,90,40159,40164,5
SEG_2318,Folder 90,Folder,90,40167,40172,5
SEG_2320,Folder 90,Folder,90,40175,40180,5
SEG_2322,Folder 90,Folder,90,40183,40188,5
SEG_2324,Folder 90,Folder,90,40191,40201,10
SEG_2325,Folder 90,Folder,90,40202,40217,15
SEG_2327,Folder 90,Folder,90,40220,40231,11
SEG_2329,Folder 90,Folder,90,40234,40239,5
SEG_2331,Folder 90,Folder,90,40242,40247,5
SEG_2333,Folder 90,Folder,90,40250,40256,6
SEG_2334,Folder 90,Folder,90,40257,40262,5
SEG_2336,Folder 90,Folder,90,40265,40270,5
SEG_2338,Folder 90,Folder,90,40273,40280,7
SEG_2340,Folder 90,Folder,90,40283,40288,5
SEG_2342,Folder 90,Folder,90,40291,40297,6
SEG_2343,Folder 90,Folder,90,40298,40303,5
SEG_2345,Folder 90,Folder,90,40306,40315,9
SEG_2347,Folder 90,Folder,90,40318,40323,5
SEG_2349,Folder 90,Folder,90,40326,40331,5
SEG_2351,Folder 90,Folder,90,40334,40340,6
SEG_2352,Folder 90,Folder,90,40341,40348,7
SEG_2354,Folder 90,Folder,90,40351,40356,5
SEG_2356,Folder 90,Folder,90,40359,40364,5
SEG_2358,Folder 90,Folder,90,40367,40372,5
SEG_2360,Folder 90,Folder,90,40375,40381,6
SEG_2361,Folder 90,Folder,90,40382,40387,5
SEG_2363,Folder 90,Folder,90,40390,40395,5
SEG_2365,Folder 90,Folder,90,40398,40403,5
SEG_2367,Folder 90,Folder,90,40406,40411,5
SEG_2369,Folder 90,Folder,90,40414,40420,6
SEG_2370,Folder 90,Folder,90,40421,40426,5
SEG_2372,Folder 90,Folder,90,40429,40434,5
SEG_2374,Folder 90,Folder,90,40437,44701,4264
SEG_2375,Folder 55,Folder,55,44702,44711,9
SEG_2377,Folder 55,Folder,55,44714,44721,7
SEG_2379,Folder 55,Folder,55,44724,44729,5
SEG_2381,Folder 55,Folder,55,44732,44737,5
SEG_2383,Folder 55,Folder,55,44740,44746,6
SEG_2384,Folder 55,Folder,55,44747,44752,5
SEG_2386,Folder 55,Folder,55,44755,44760,5
SEG_2388,Folder 55,Folder,55,44763,44770,7
SEG_2390,Folder 55,Folder,55,44773,44786,13
SEG_2392,Folder 55,Folder,55,44789,44793,4
SEG_2393,Folder 55,Folder,55,44794,44801,7
SEG_2395,Folder 55,Folder,55,44804,44809,5
SEG_2397,Folder 55,Folder,55,44812,44823,11
SEG_2399,Folder 55,Folder,55,44826,44835,9
SEG_2401,Folder 55,Folder,55,44838,44848,10
SEG_2402,Folder 55,Folder,55,44849,44858,9
SEG_2404,Folder 55,Folder,55,44861,44870,9
SEG_2406,Folder 55,Folder,55,44873,44878,5
SEG_2408,Folder 55,Folder,55,44881,44890,9
SEG_2410,Folder 55,Folder,55,44893,44899,6
SEG_2411,Folder 55,Folder,55,44900,44905,5
SEG_2413,Folder 55,Folder,55,44908,44913,5
SEG_2415,Folder 55,Folder,55,44916,44925,9
SEG_2417,Folder 55,Folder,55,44928,44937,9
SEG_2419,Folder 55,Folder,55,44940,44948,8
SEG_2420,Folder 55,Folder,55,44949,44958,9
SEG_2422,Folder 55,Folder,55,44961,44968,7
SEG_2424,Folder 55,Folder,55,44971,44974,3
SEG_2426,Folder 55,Folder,55,44977,44980,3
SEG_2428,Folder 55,Folder,55,44983,44987,4
SEG_2429,Folder 55,Folder,55,44988,44991,3
SEG_2431,Folder 55,Folder,55,44994,44997,3
SEG_2433,Folder 55,Folder,55,45000,45003,3
SEG_2435,Folder 55,Folder,55,45006,45009,3
SEG_2437,Folder 55,Folder,55,45012,45016,4
SEG_2438,Folder 55,Folder,55,45017,45020,3
SEG_2440,Folder 55,Folder,55,45023,45026,3
SEG_2442,Folder 55,Folder,55,45029,45032,3
SEG_2444,Folder 55,Folder,55,45035,45038,3
SEG_2446,Folder 55,Folder,55,45041,45045,4
SEG_2447,Folder 55,Folder,55,45046,45053,7
SEG_2449,Folder 55,Folder,55,45056,45063,7
SEG_2451,Folder 55,Folder,55,45066,45069,3
SEG_2453,Folder 55,Folder,55,45072,45075,3
SEG_2455,Folder 55,Folder,55,45078,45082,4
SEG_2456,Folder 55,Folder,55,45083,45086,3
SEG_2458,Folder 55,Folder,55,45089,45092,3
SEG_2460,Folder 55,Folder,55,45095,45098,3
SEG_2462,Folder 55,Folder,55,45101,45104,3
SEG_2464,Folder 55,Folder,55,45107,45111,4
SEG_2465,Folder 55,Folder,55,45112,45115,3
SEG_2467,Folder 55,Folder,55,45118,45121,3
SEG_2469,Folder 55,Folder,55,45124,45127,3
SEG_2471,Folder 55,Folder,55,45130,45133,3
SEG_2473,Folder 55,Folder,55,45136,45140,4
SEG_2474,Folder 55,Folder,55,45141,45144,3
SEG_2476,Folder 55,Folder,55,45147,45150,3
SEG_2478,Folder 55,Folder,55,45153,45156,3
SEG_2480,Folder 55,Folder,55,45159,45162,3
SEG_2482,Folder 55,Folder,55,45165,45169,4
SEG_2483,Folder 55,Folder,55,45170,45175,5
SEG_2485,Folder 55,Folder,55,45178,45181,3
SEG_2487,Folder 55,Folder,55,45184,45187,3
SEG_2489,Folder 55,Folder,55,45190,45193,3
SEG_2491,Folder 55,Folder,55,45196,45200,4
SEG_2492,Folder 55,Folder,55,45201,45204,3
SEG_2494,Folder 55,Folder,55,45207,45210,3
SEG_2496,Folder 55,Folder,55,45213,45216,3
SEG_2498,Folder 55,Folder,55,45219,45222,3
SEG_2500,Folder 55,Folder,55,45225,45229,4
SEG_2501,Folder 55,Folder,55,45230,45233,3
SEG_2503,Folder 55,Folder,55,45236,45239,3
SEG_2505,Folder 55,Folder,55,45242,45245,3
SEG_2507,Folder 55,Folder,55,45248,45251,3
SEG_2509,Folder 55,Folder,55,45254,45258,4
SEG_2510,Folder 55,Folder,55,45259,45262,3
SEG_2512,Folder 55,Folder,55,45265,45268,3
SEG_2514,Folder 55,Folder,55,45271,45274,3
SEG_2516,Folder 55,Folder,55,45277,45280,3
SEG_2518,Folder 55,Folder,55,45283,45287,4
SEG_2519,Folder 55,Folder,55,45288,45291,3
SEG_2521,Folder 55,Folder,55,45294,45297,3
SEG_2523,Folder 55,Folder,55,45300,45303,3
SEG_2525,Folder 55,Folder,55,45306,45309,3
SEG_2527,Folder 55,Folder,55,45312,45317,5
SEG_2528,Folder 55,Folder,55,45318,45321,3
SEG_2530,Folder 55,Folder,55,45324,45327,3
SEG_2532,Folder 55,Folder,55,45330,45333,3
SEG_2534,Folder 55,Folder,55,45336,45339,3
SEG_2536,Folder 55,Folder,55,45342,45346,4
SEG_2537,Folder 55,Folder,55,45347,45350,3
SEG_2539,Folder 55,Folder,55,45353,45356,3
SEG_2541,Folder 55,Folder,55,45359,45362,3
SEG_2543,Folder 55,Folder,55,45365,45368,3
SEG_2545,Folder 55,Folder,55,45371,45375,4
SEG_2546,Folder 55,Folder,55,45376,45379,3
SEG_2548,Folder 55,Folder,55,45382,45385,3
SEG_2550,Folder 55,Folder,55,45388,45391,3
SEG_2552,Folder 55,Folder,55,45394,45397,3
SEG_2554,Folder 55,Folder,55,45400,45404,4
SEG_2555,Folder 55,Folder,55,45405,45408,3
SEG_2557,Folder 55,Folder,55,45411,45414,3
SEG_2559,Folder 55,Folder,55,45417,45420,3
SEG_2561,Folder 55,Folder,55,45423,45426,3
SEG_2563,Folder 55,Folder,55,45429,45433,4
SEG_2564,Folder 55,Folder,55,45434,45437,3
SEG_2566,Folder 55,Folder,55,45440,45443,3
SEG_2568,Folder 55,Folder,55,45446,45449,3
SEG_2570,Folder 55,Folder,55,45452,45455,3
SEG_2572,Folder 55,Folder,55,45458,45462,4
SEG_2573,Folder 55,Folder,55,45463,45466,3
SEG_2575,Folder 55,Folder,55,45469,45472,3
SEG_2577,Folder 55,Folder,55,45475,45478,3
SEG_2579,Folder 55,Folder,55,45481,45484,3
SEG_2581,Folder 55,Folder,55,45487,45491,4
SEG_2582,Folder 55,Folder,55,45492,45495,3
SEG_2584,Folder 55,Folder,55,45498,45501,3
SEG_2586,Folder 55,Folder,55,45504,45507,3
SEG_2588,Folder 55,Folder,55,45510,45513,3
SEG_2590,Folder 55,Folder,55,45516,45520,4
SEG_2591,Folder 55,Folder,55,45521,45524,3
SEG_2593,Folder 55,Folder,55,45527,45530,3
SEG_2595,Folder 55,Folder,55,45533,45536,3
SEG_2597,Folder 55,Folder,55,45539,45542,3
SEG_2599,Folder 55,Folder,55,45545,45549,4
SEG_2600,Folder 55,Folder,55,45550,45553,3
SEG_2602,Folder 55,Folder,55,45556,45559,3
SEG_2604,Folder 55,Folder,55,45562,45565,3
SEG_2606,Folder 55,Folder,55,45568,45571,3
SEG_2608,Folder 55,Folder,55,45574,45578,4
SEG_2609,Folder 55,Folder,55,45579,45582,3
SEG_2611,Folder 55,Folder,55,45585,45588,3
SEG_2613,Folder 55,Folder,55,45591,45594,3
SEG_2615,Folder 55,Folder,55,45597,45600,3
SEG_2617,Folder 55,Folder,55,45603,45607,4
SEG_2618,Folder 55,Folder,55,45608,45611,3
SEG_2620,Folder 55,Folder,55,45614,45617,3
SEG_2622,Folder 55,Folder,55,45620,45623,3
SEG_2624,Folder 55,Folder,55,45626,45629,3
SEG_2626,Folder 55,Folder,55,45632,45636,4
SEG_2627,Folder 55,Folder,55,45637,45640,3
SEG_2629,Folder 55,Folder,55,45643,45646,3
SEG_2631,Folder 55,Folder,55,45649,45652,3
SEG_2633,Folder 55,Folder,55,45655,45658,3
SEG_2635,Folder 55,Folder,55,45661,45665,4
SEG_2636,Folder 55,Folder,55,45666,45669,3
SEG_2638,Folder 55,Folder,55,45672,45675,3
SEG_2640,Folder 55,Folder,55,45678,45681,3
SEG_2642,Folder 55,Folder,55,45684,45687,3
SEG_2644,Folder 55,Folder,55,45690,45694,4
SEG_2645,Folder 55,Folder,55,45695,45698,3
SEG_2647,Folder 55,Folder,55,45701,45704,3
SEG_2649,Folder 55,Folder,55,45707,45710,3
SEG_2651,Folder 55,Folder,55,45713,45716,3
SEG_2653,Folder 55,Folder,55,45719,45723,4
SEG_2654,Folder 55,Folder,55,45724,45727,3
SEG_2656,Folder 55,Folder,55,45730,45733,3
SEG_2658,Folder 55,Folder,55,45736,45739,3
SEG_2660,Folder 55,Folder,55,45742,45745,3
SEG_2662,Folder 55,Folder,55,45748,45752,4
SEG_2663,Folder 55,Folder,55,45753,45756,3
SEG_2665,Folder 55,Folder,55,45759,45762,3
SEG_2667,Folder 55,Folder,55,45765,45768,3
SEG_2669,Folder 55,Folder,55,45771,45774,3
SEG_2671,Folder 55,Folder,55,45777,45781,4
SEG_2672,Folder 55,Folder,55,45782,45785,3
SEG_2674,Folder 55,Folder,55,45788,45791,3
SEG_2676,Folder 55,Folder,55,45794,45797,3
SEG_2678,Folder 55,Folder,55,45800,45803,3
SEG_2680,Folder 55,Folder,55,45806,45810,4
SEG_2681,Folder 55,Folder,55,45811,45814,3
SEG_2683,Folder 55,Folder,55,45817,45820,3
SEG_2685,Folder 55,Folder,55,45823,45826,3
SEG_2687,Folder 55,Folder,55,45829,45832,3
SEG_2689,Folder 55,Folder,55,45835,45839,4
SEG_2690,Folder 55,Folder,55,45840,45843,3
SEG_2692,Folder 55,Folder,55,45846,45849,3
SEG_2694,Folder 55,Folder,55,45852,45855,3
SEG_2696,Folder 55,Folder,55,45858,45861,3
SEG_2698,Folder 55,Folder,55,45864,45868,4
SEG_2699,Folder 55,Folder,55,45869,45872,3
SEG_2701,Folder 55,Folder,55,45875,45878,3
SEG_2703,Folder 55,Folder,55,45881,45884,3
SEG_2705,Folder 55,Folder,55,45887,45890,3
SEG_2707,Folder 55,Folder,55,45893,45897,4
SEG_2708,Folder 55,Folder,55,45898,45901,3
SEG_2710,Folder 55,Folder,55,45904,45907,3
SEG_2712,Folder 55,Folder,55,45910,45913,3
SEG_2714,Folder 55,Folder,55,45916,45919,3
SEG_2716,Folder 55,Folder,55,45922,45926,4
SEG_2717,Folder 55,Folder,55,45927,45930,3
SEG_2719,Folder 55,Folder,55,45933,45936,3
SEG_2721,Folder 55,Folder,55,45939,45954,15
SEG_2723,Folder 55,Folder,55,45957,45962,5
SEG_2725,Folder 55,Folder,55,45965,45971,6
SEG_2726,Folder 55,Folder,55,45972,45975,3
SEG_2728,Folder 55,Folder,55,45978,45981,3
SEG_2730,Folder 55,Folder,55,45984,45991,7
SEG_2731,Folder 57,Folder,57,45992,45997,5
SEG_2733,Folder 57,Folder,57,46000,46005,5
SEG_2735,Folder 57,Folder,57,46008,46013,5
SEG_2737,Folder 57,Folder,57,46016,46021,5
SEG_2739,Folder 57,Folder,57,46024,46030,6
SEG_2740,Folder 57,Folder,57,46031,46038,7
SEG_2742,Folder 57,Folder,57,46041,46046,5
SEG_2744,Folder 57,Folder,57,46049,46054,5
SEG_2746,Folder 57,Folder,57,46057,46072,15
SEG_2748,Folder 57,Folder,57,46075,46081,6
SEG_2749,Folder 57,Folder,57,46082,46087,5
SEG_2751,Folder 57,Folder,57,46090,46095,5
SEG_2753,Folder 57,Folder,57,46098,46103,5
SEG_2755,Folder 57,Folder,57,46106,46111,5
SEG_2757,Folder 57,Folder,57,46114,46120,6
SEG_2758,Folder 57,Folder,57,46121,46126,5
SEG_2760,Folder 57,Folder,57,46129,46140,11
SEG_2765,Folder 57,Folder,57,46151,46162,11
